occupation	href	task
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Select, order, and issue books, materials, and supplies for courses or projects.
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Attend professional meetings, conferences, and workshops to maintain and improve professional competence.
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Confer with other staff members to plan and schedule lessons that promote learning, following approved curricula.
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Plan and supervise class projects, field trips, visits by guest speakers, contests, or other experiential activities, and guide students in learning from those activities.
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms.
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Provide information, guidance, and preparation for the General Equivalency Diploma (GED) examination.
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Select and schedule class times to ensure maximum attendance.
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Train and assist tutors and community literacy volunteers.
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Observe and evaluate the performance of other instructors.
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Confer with leaders of government and community groups to coordinate student training or to find opportunities for students to fulfill curriculum requirements.
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Participate in publicity planning, community awareness efforts, and student recruitment.
Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors	https://www.onetonline.org/link/summary/25-3011.00	Advise students on internships, prospective employers, and job placement services.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Assess patients' mental and physical status, based on the presenting symptoms and complaints.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Diagnose psychiatric disorders and mental health conditions.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Document patients' medical and psychological histories, physical assessment results, diagnoses, treatment plans, prescriptions, or outcomes.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Educate patients and family members about mental health and medical conditions, preventive health measures, medications, or treatment plans.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Write prescriptions for psychotropic medications as allowed by state regulations and collaborative practice agreements.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Monitor patients' medication usage and results.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Evaluate patients' behavior to formulate diagnoses or assess treatments.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Distinguish between physiologically- and psychologically-based disorders, and diagnose appropriately.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Develop and implement treatment plans.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Conduct individual, group, or family psychotherapy for those with chronic or acute mental disorders.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Participate in activities aimed at professional growth and development, including conferences or continuing education activities.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Collaborate with interdisciplinary team members, including psychiatrists, psychologists, or nursing staff, to develop, implement, or evaluate treatment plans.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Consult with psychiatrists or other professionals when unusual or complex cases are encountered.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Refer patients requiring more specialized or complex treatment to psychiatrists, primary care physicians, or other medical specialists.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Participate in treatment team conferences regarding diagnosis or treatment of difficult cases.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Interpret diagnostic or laboratory tests, such as electrocardiograms (EKGs) and renal functioning tests.
Advanced Practice Psychiatric Nurses	https://www.onetonline.org/link/summary/29-1141.02	Develop practice protocols for mental health problems, based on review and evaluation of published research.
